abstract_key,PMID,Title,Dataset,sentence_id,rhetorical_role,positional_tertile,positional_quintile,length_matched_template_role
Clinical::25972081::Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,Clinical,3,Background,T1,B2,Methods
Clinical::25972081::Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,Clinical,4,Aim,T2,B2,Methods
Clinical::25972081::Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,Clinical,5,Methods,T2,B3,Methods
Clinical::25972081::Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,Clinical,6,Methods,T2,B3,Methods
Clinical::25972081::Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,Clinical,7,Results,T2,B4,Results
Clinical::25972081::Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,Clinical,8,Results,T3,B4,Results
Clinical::25972081::Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,Clinical,9,Results,T3,B5,Results
Clinical::25972081::Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,Clinical,10,Conclusion,T3,B5,Conclusion
Clinical::25972081::Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,Clinical,11,Conclusion,T3,B5,Conclusion
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,1,Background,T1,B1,Background
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,2,Methods,T1,B1,Aim
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,3,Methods,T1,B2,Methods
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,4,Methods,T2,B2,Methods
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,5,Aim,T2,B3,Methods
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,6,Methods,T2,B3,Methods
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,7,Results,T2,B4,Results
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,8,Results,T3,B4,Results
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,9,Results,T3,B5,Results
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,10,Conclusion,T3,B5,Conclusion
Clinical::26291297::Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,11,Conclusion,T3,B5,Conclusion
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,1,Background,T1,B1,Background
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,2,Aim,T1,B1,Background
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,3,Methods,T1,B2,Aim
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,4,Methods,T1,B2,Methods
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,5,Methods,T2,B2,Methods
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,6,Results,T2,B3,Methods
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,7,Results,T2,B3,Methods
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,8,Results,T2,B4,Results
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,9,Results,T3,B4,Results
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,10,Conclusion,T3,B4,Results
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,11,Conclusion,T3,B5,Results
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,12,Conclusion,T3,B5,Conclusion
"Clinical::26733449::The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,13,Conclusion,T3,B5,Conclusion
